지점,지점명,일시,평균풍속(KT),최대풍속(KT),최대순간풍속(KT),최대풍속 나타난시각(hhmi),최대순간풍속 나타난시각(hhmi),최대풍속 풍향(deg),최대순간풍속 풍향(deg),최단시정현상,최고기온(°C),최저기온(°C),최고기온시각(hhmi),최저기온시각(hhmi),평균해면기압(hPa),최고해면기압(hPa),최저해면기압(hPa),강수량합(mm),1시간최다강수(mm),1시간최다강수 시각(hhmi),30분최다강수(mm),10분최다강수(mm),최심신적설(cm),최심적설(cm),평균운량(1/8),5/8이상최저운고(FT),평균이슬점온도(°C),평균상대습도(%)
182,제주공항,2020-03-11,9.9,19,30,454,209,310,320,,9.6,4,1313,2347,1021.2,1024.3,1017.8,,,,,,,,1.5,,-2.6,48
182,제주공항,2020-03-12,5.3,9,12,1648,1707,60,80,,12.6,3.1,1659,603,1023,1025.1,1021.1,,,,,,,,2.6,20000,0.8,59
182,제주공항,2020-03-13,6,11,17,1720,1720,330,340,,13.2,7.7,1046,2349,1021.6,1023.5,1019.5,,,,,,,,6.8,10000,2.4,58
182,제주공항,2020-03-14,10.8,15,26,1348,2243,320,290,,10.1,5.5,2317,741,1019.5,1022.1,1017.1,,,,,,,,3.1,3000,-2.9,48
182,제주공항,2020-03-15,14.5,21,35,1433,2222,310,320,5,14.2,6.4,1137,2358,1016.3,1021.3,1014.2,,,,,,,,2.1,4000,0.3,50
182,제주공항,2020-03-16,7.5,20,29,1,8,320,340,,8.7,4.2,1515,536,1023.8,1025.6,1021,,,,,,,,5,3500,-2.8,53
182,제주공항,2020-03-17,10.5,17,23,1650,1211,260,280,,18,5.2,1523,44,1019,1023.1,1016.2,,,,,,,,2.7,18000,1.7,53
182,제주공항,2020-03-18,5,13,19,2359,2357,210,220,10,16,7.9,2314,640,1015.6,1017.9,1012.8,,,,,,,,1,,7.8,72
182,제주공항,2020-03-19,12.3,22,34,911,910,230,230,5,20.1,9.5,938,1908,1013.1,1019.1,1008.8,,,,,,,,2.1,2500,0.9,44
182,제주공항,2020-03-20,6.4,13,21,11,1555,320,290,,14.8,5.2,1656,526,1017.6,1019.7,1015,,,,,,,,0,,-3.7,38
182,제주공항,2020-03-21,9,16,24,943,927,250,260,,24.7,8.8,1435,4,1013.8,1015.9,1011.5,,,,,,,,2.2,20000,5.3,45
182,제주공항,2020-03-22,4.3,11,17,510,503,330,330,51,20.1,9.4,1,2050,1013.8,1018.8,1010.6,0,,,,,,,6.2,500,8.9,73
182,제주공항,2020-03-23,5.4,10,14,1114,1114,360,360,,14.5,7.3,1103,527,1020.1,1021.2,1018.7,,,,,,,,0.6,,1.4,52
182,제주공항,2020-03-24,5.9,12,16,1604,1441,70,50,,15.4,6,1518,630,1020.9,1022.3,1020,,,,,,,,0,,4.8,66
182,제주공항,2020-03-25,4.3,9,13,2242,1319,90,290,,18.6,7.3,1354,628,1019.9,1021.9,1017.7,0,,,,,,,2.8,8000,6.5,61
182,제주공항,2020-03-26,5.8,19,29,1356,1407,230,210,63,22.3,14.2,1517,655,1014.1,1018.1,1011.1,22,,,,,,,8,3000,14.3,83
182,제주공항,2020-03-27,7.9,15,22,315,511,260,290,61,20,8,20,2305,1015.6,1021.7,1009.6,0.5,,,,,,,7.1,200,8.8,80
182,제주공항,2020-03-28,4.8,10,16,658,650,20,20,,9.4,6.9,740,2309,1020.6,1022.1,1019.1,2.5,,,,,,,7.2,3000,1,61
182,제주공항,2020-03-29,7.9,15,20,1100,1305,60,80,,13.7,5.5,1227,248,1021,1022.3,1019.6,,,,,,,,5.5,3000,4.6,68
182,제주공항,2020-03-30,9,18,24,1050,1056,70,80,,14.9,10.9,1350,2358,1020,1021.2,1018.6,,,,,,,,7,2500,6.5,66
182,제주공항,2020-03-31,7.7,16,20,1405,1311,70,80,,15.8,10.5,1304,639,1017.3,1020.3,1014.3,0.5,,,,,,,4,4000,7.1,67
182,제주공항,2020-04-01,7.5,14,22,1402,1359,300,310,5,13.2,7.9,1215,508,1017.6,1021.9,1014.4,3,1,235,0.5,0.5,,,4.1,2500,4.1,64
182,제주공항,2020-04-02,4.4,9,13,1526,1500,60,40,,13.8,6.9,1543,138,1023.1,1025,1021.4,,,,,,,,3.6,18000,2.8,59
182,제주공항,2020-04-03,4.2,9,12,1628,1619,320,330,5,14.2,8.1,1352,2322,1022.7,1024.2,1021.1,,,,,,,,3.3,11000,2.1,53
182,제주공항,2020-04-04,7,15,20,2153,2148,330,330,5,14.8,6,1128,628,1022.4,1024.4,1021,,,,,,,,1.7,20000,2.2,58
182,제주공항,2020-04-05,5.8,9,15,206,203,10,20,,11.2,5.9,1324,2400,1024.3,1025.9,1022.9,,,,,,,,1.6,20000,-1,52
182,제주공항,2020-04-06,4.7,7,11,408,2016,200,310,,12.4,3.8,1517,403,1022,1024.5,1019.3,,,,,,,,3.6,16000,1.4,60
182,제주공항,2020-04-07,5.3,9,13,1349,1330,270,270,,14.9,6.5,1126,623,1019,1020.5,1017.5,,,,,,,,1.6,14000,0.7,50
182,제주공항,2020-04-08,4.6,9,13,1,1857,250,340,10,14.9,7.2,1210,610,1020.3,1023.1,1017.9,,,,,,,,1.1,,0.5,51
182,제주공항,2020-04-09,3.9,7,11,806,807,360,360,,13.8,7.2,1356,410,1023.6,1026,1022.5,,,,,,,,0.3,,-0.6,46
182,제주공항,2020-04-10,4.1,7,11,938,1231,360,360,,14.5,9.4,1729,200,1025,1026.9,1023.2,,,,,,,,4.1,8000,4.1,60
182,제주공항,2020-04-11,7.4,16,23,1313,1346,40,50,63,16.1,9.3,1217,2101,1019.3,1023.8,1015.5,24.5,6.5,1458,4.5,2,,,7.4,3000,7.8,80
182,제주공항,2020-04-12,9,14,25,957,1824,360,10,63,10.9,7.3,2331,1922,1012.7,1015.5,1011.5,22.5,5.5,1739,4,2.5,,,7.9,2500,5.7,80
182,제주공항,2020-04-13,9.7,17,31,950,1345,330,330,,12.2,7.3,1601,2331,1014.8,1019.1,1011.3,,,,,,,,2.8,10000,2.8,60
182,제주공항,2020-04-14,4.3,7,10,4,1131,200,330,,14.5,5.3,1502,350,1018.7,1020.2,1017.2,,,,,,,,3,20000,1.2,51
182,제주공항,2020-04-15,4.1,7,10,1202,1544,320,320,,15.1,8.6,1520,418,1015.9,1017.6,1014.7,,,,,,,,5.7,12000,3,54
182,제주공항,2020-04-16,7.2,18,25,1314,1249,50,60,,20.3,9.2,1705,17,1017.1,1019.7,1015.3,,,,,,,,2.8,16000,7.3,62
182,제주공항,2020-04-17,8.6,20,26,1500,1456,220,230,63,19.7,11.8,926,2224,1013.5,1016.3,1010.4,7.5,4.5,1004,3.5,2,,,6.2,2500,10.7,75
182,제주공항,2020-04-18,6.2,11,20,300,300,280,280,10,13.7,9.5,1156,2224,1018.1,1019.5,1014.6,,,,,,,,4.1,2500,7.3,75
182,제주공항,2020-04-19,13.7,32,49,1224,1224,90,100,61,14.5,9.4,1629,138,1010.2,1018.7,1002.3,15.5,2.5,912,1.5,0.5,,,7.6,400,9.6,83
182,제주공항,2020-04-20,8.3,14,22,1746,1808,250,270,10,15.5,11.4,1447,610,1014.5,1018.5,1009.3,0.5,0.5,1,0.5,0.5,,,5.9,2000,8.9,76
182,제주공항,2020-04-21,7.9,13,20,1052,1750,310,350,,14.2,10,1303,1927,1019.6,1022.2,1017.2,0,0,,0,0,,,6.3,8000,-1,42
182,제주공항,2020-04-22,12.1,20,31,1812,1858,310,330,,12.8,6.9,1253,535,1021,1022.1,1019.4,,,,,,,,3,3000,-0.1,49
182,제주공항,2020-04-23,11.1,17,26,831,845,320,330,,12.3,8.5,1554,430,1020.8,1022,1019.6,,,,,,,,3.1,2500,0.6,51
182,제주공항,2020-04-24,8.3,12,19,1306,1440,280,290,,15,6.3,1602,407,1019.3,1021,1017.9,,,,,,,,0.3,,0.1,48
182,제주공항,2020-04-25,17,26,42,1025,1023,230,230,10,21.6,10.4,1408,23,1014.8,1018.3,1012.5,,,,,,,,0.2,,2.2,40
182,제주공항,2020-04-26,4.5,10,16,1,25,300,310,10,16.4,9.1,1410,456,1019.2,1021.3,1017,,,,,,,,3.9,2500,3.8,57
182,제주공항,2020-04-27,5.6,10,14,1438,1223,320,10,,15.6,9.4,1202,549,1022,1023.9,1020.1,,,,,,,,2.5,11000,3.6,54
182,제주공항,2020-04-28,5.8,9,12,1843,1827,270,280,,17.1,7.7,1402,524,1023.3,1025.4,1021.5,,,,,,,,0,,0.3,45
182,제주공항,2020-04-29,5.9,10,13,454,1108,210,320,,18.1,8.8,1336,546,1021,1022.6,1019.4,,,,,,,,0,,1.2,42
182,제주공항,2020-04-30,6.1,18,28,1533,1612,220,230,,25.9,10.7,1428,357,1017.4,1020.2,1015,,,,,,,,1.2,,10,58
182,제주공항,2020-05-01,4.7,11,16,1437,1603,60,70,10,24.4,15.6,1422,535,1015.3,1016.4,1014,,,,,,,,4,20000,14.4,73
182,제주공항,2020-05-02,2.7,7,13,1935,2006,270,330,63,21.5,15.3,1344,111,1011.8,1015.1,1008.2,4,3.5,2040,2.5,1.5,,,7.3,2500,15.2,83
182,제주공항,2020-05-03,6.5,17,27,517,332,220,210,47,24.4,15.7,1102,2000,1005.1,1008.2,1003.5,3,1.5,9,1.5,1,,,7.4,200,16.9,87
182,제주공항,2020-05-04,4.4,10,15,1651,1623,270,290,46,21.5,13.9,1336,2342,1009.9,1012.3,1006.3,0,0,,0,0,,,4,200,15.1,88
182,제주공항,2020-05-05,7.6,17,23,1900,1900,70,70,41,22.3,12.5,1126,442,1010.7,1012,1009.5,,,,,,,,4.4,300,14.3,87
182,제주공항,2020-05-06,12.7,24,30,1522,1521,90,90,10,24,15.5,1506,643,1012.2,1015.1,1009.1,0,0,,0,0,,,1.5,200,13.4,73
182,제주공항,2020-05-07,19.1,29,36,1353,1338,90,100,,23.5,14.5,1315,446,1016.2,1017.4,1014.8,,,,,,,,1.7,,10.1,63
182,제주공항,2020-05-08,9.1,22,40,1,2342,90,10,,23.9,14,1340,513,1012.6,1016.5,1007.4,0,0,,0,0,,,4.9,2500,12.8,65
182,제주공항,2020-05-09,15.8,30,49,621,535,200,200,63,26.1,14.8,1009,2353,1005.9,1009.3,1002.5,6,5.5,437,4,2,,,7,2500,15.1,73
182,제주공항,2020-05-10,7.6,14,21,107,100,260,270,10,17,13.7,1740,2316,1010.7,1013.9,1008.5,,,,,,,,6.2,500,11.9,82
182,제주공항,2020-05-11,6.5,11,17,2357,1956,260,280,46,17.6,12,1301,456,1011.6,1013.9,1008.7,,,,,,,,2,200,12.2,83
182,제주공항,2020-05-12,10.9,22,39,1320,1409,260,260,10,24.4,12,1309,2345,1010,1015,1007.9,,,,,,,,3.2,2500,8.9,61
182,제주공항,2020-05-13,4,7,11,100,1157,210,340,,18.3,10.5,1831,539,1018.2,1019.7,1015,,,,,,,,0.1,,5,51
182,제주공항,2020-05-14,3,7,10,1409,1407,280,270,,22.7,12.7,1657,503,1016.2,1019.5,1012.4,,,,,,,,5,12000,5.8,46
182,제주공항,2020-05-15,9,22,33,950,928,220,230,46,25.7,18,1634,2352,1008,1013.2,1006.2,2.5,2,750,1.5,1.5,,,7.7,500,17,77
182,제주공항,2020-05-16,3.5,7,11,1637,1735,320,310,46,18.4,13.7,119,2155,1007.7,1009.2,1005.4,3,2,47,1.5,1,,,7.3,200,15.1,93
182,제주공항,2020-05-17,4.3,11,14,1218,1154,60,50,46,20.2,13.2,1545,305,1006.4,1008.3,1004.5,,,,,,,,6.6,200,14,89
182,제주공항,2020-05-18,5,18,29,1818,1809,280,280,46,25.5,13.5,1300,2333,1000.7,1004.5,996.1,0.5,0.5,1820,0.5,0.5,,,5.5,200,15.2,81
182,제주공항,2020-05-19,12,26,39,1043,1016,260,270,,20.4,12.5,1147,437,1004.5,1009.6,1002.2,,,,,,,,2.3,3000,10.2,69
182,제주공항,2020-05-20,5.6,11,14,1152,1146,320,330,,17.4,11.4,1451,500,1012,1014.3,1009,,,,,,,,3.2,20000,10.1,74
182,제주공항,2020-05-21,7.3,18,23,1333,1314,60,70,,23.5,12.2,1548,448,1014.3,1015.6,1012.7,,,,,,,,2.4,20000,11.6,69
182,제주공항,2020-05-22,12.5,24,31,1516,1509,90,90,,24.7,14.8,1351,412,1012.2,1014.5,1010.1,,,,,,,,3.2,20000,12,67
182,제주공항,2020-05-23,8,20,24,1112,1057,70,70,10,21.5,13.9,1252,357,1011.6,1012.8,1010,,,,,,,,2.6,20000,13.5,76
182,제주공항,2020-05-24,4.8,10,17,1541,1541,290,290,46,24.6,14.8,1536,400,1011.4,1013.2,1010.2,,,,,,,,3.7,200,15.3,77
182,제주공항,2020-05-25,4,8,12,1251,1249,320,340,46,18.8,15.6,1350,2313,1012.8,1013.8,1011.5,,,,,,,,7,200,14.5,87
182,제주공항,2020-05-26,5.3,8,13,1002,1116,270,290,10,19.6,15.4,1648,2125,1011.1,1012.4,1009.6,,,,,,,,5.3,7000,12.8,77
182,제주공항,2020-05-27,5.8,10,15,431,403,310,320,10,18.8,13.7,1411,2238,1010.8,1011.8,1010,,,,,,,,5.4,2000,12.2,74
182,제주공항,2020-05-28,6.5,14,20,913,920,260,270,10,24.4,13.4,1024,42,1011.4,1013.9,1009.9,,,,,,,,4,3500,9.6,59
182,제주공항,2020-05-29,4.6,9,11,1632,1603,70,40,10,20,12.6,1633,355,1015.4,1017,1013.5,,,,,,,,5.2,20000,13.1,79
182,제주공항,2020-05-30,4.8,15,19,1218,955,70,70,10,21.9,16.9,1349,27,1016,1017.9,1013.5,0.5,0.5,2238,0.5,0.5,,,7.4,2500,14.8,77
182,제주공항,2020-05-31,12.3,22,29,722,1042,80,70,60,23.4,16.9,1314,631,1011.1,1014.7,1008.9,3,1,300,1,0.5,,,6.9,2500,16.2,86
182,제주공항,2020-06-01,4,9,13,1047,1048,330,330,46,19.7,13.5,1442,2230,1012.2,1013.9,1010.7,0.5,0.5,229,0.5,0.5,,,5.2,200,14.5,84
182,제주공항,2020-06-02,4.5,10,13,1342,1332,30,50,10,21.4,10.9,1335,331,1009,1012.4,1006.8,,,,,,,,1.5,,11.5,69
182,제주공항,2020-06-03,3.5,9,16,1235,1240,350,350,41,24.1,17,1223,1,1005.2,1007.2,1003.7,0,0,,0,0,,,6.8,300,16.4,81
182,제주공항,2020-06-04,3.7,7,9,1100,643,30,110,46,24.4,17.7,1033,202,1005.8,1008,1004.7,,,,,,,,6.7,200,17.5,83
182,제주공항,2020-06-05,3.9,9,12,1256,1202,330,310,46,23.1,16.5,1526,353,1007.9,1009,1006.8,,,,,,,,6.7,200,17.4,89
182,제주공항,2020-06-06,9.1,18,23,1248,1138,70,70,41,23.3,18.2,1527,2250,1008.6,1011.5,1007.3,,,,,,,,5.5,200,17.4,84
182,제주공항,2020-06-07,7.2,19,24,1200,1250,70,80,10,23.4,17.4,1204,525,1011.9,1013.5,1010.8,,,,,,,,0.5,,16.6,80
182,제주공항,2020-06-08,8.8,23,27,1148,1113,70,70,41,27.3,15.9,1733,442,1013.7,1015.6,1012.8,,,,,,,,1.2,,15.7,69
182,제주공항,2020-06-09,6.2,19,25,802,758,110,110,,28.8,19.5,1256,347,1013.2,1015.4,1012,,,,,,,,1.8,4000,17.2,64
182,제주공항,2020-06-10,4,9,13,111,1003,230,280,,26.9,21.2,841,34,1008.9,1012.8,1005.3,1,0.5,1037,0.5,0.5,,,6,2500,19,77
182,제주공항,2020-06-11,7,14,22,400,409,250,250,46,25.9,21,1204,2356,1004.3,1006.5,1003.2,0,0,,0,0,,,6.8,200,20.5,86
182,제주공항,2020-06-12,5,10,13,1426,1101,70,60,46,24.4,20.6,1417,608,1005.5,1007.3,1003.6,1,1,1540,1,1,,,7.3,200,19.9,89
182,제주공항,2020-06-13,10,22,35,355,407,240,250,63,30.2,22.7,1435,1,1005.4,1007.2,1002.9,27,8.5,446,7,4.5,,,8,2500,22.4,83
182,제주공항,2020-06-14,10.9,19,30,349,1141,230,270,46,26.6,20.5,718,2152,1007.4,1010.5,1005,29,22.5,1047,19,12,,,7.5,200,21.6,87
182,제주공항,2020-06-15,4.5,6,10,33,241,260,320,46,23.7,19.7,1439,2345,1008.9,1010.2,1007.4,,,,,,,,5.9,200,18.7,86
182,제주공항,2020-06-16,4.8,8,10,1316,942,320,330,10,24.1,19.2,1306,143,1007.3,1008.7,1005.9,,,,,,,,5.8,15000,18.6,81
182,제주공항,2020-06-17,4.3,8,13,1603,1558,10,10,65,22.8,18.1,836,2257,1006.1,1008,1004.5,32,11.5,1737,8,5,,,7.8,2000,17.8,84
182,제주공항,2020-06-18,14.5,24,30,729,722,80,80,65,22.4,18.1,1313,513,1000.4,1004.4,997.4,43,15,609,10.5,6,,,8,600,17.5,90
182,제주공항,2020-06-19,6.2,14,19,120,217,70,80,61,21.6,18.2,1329,442,1006.6,1011.9,1000.3,5.5,1.5,639,1,0.5,,,5.6,200,17.3,88
182,제주공항,2020-06-20,9.1,17,23,1243,1248,60,70,,24.1,18.8,1213,226,1010.6,1012.3,1009.2,,,,,,,,5.4,18000,17,76
182,제주공항,2020-06-21,13.1,20,26,1440,1347,60,70,,23.7,19.5,1254,539,1007.8,1009.3,1005.9,,,,,,,,3.3,2000,17.2,79
182,제주공항,2020-06-22,8.7,18,24,1130,1150,60,70,10,24.6,17.3,1508,142,1008.8,1010.8,1007.3,,,,,,,,1.5,,18.2,82
182,제주공항,2020-06-23,4.5,9,12,1342,1027,330,290,10,27.4,18.4,936,533,1008.4,1010.4,1006.2,,,,,,,,3.8,10000,18.1,73
182,제주공항,2020-06-24,5.9,16,34,1446,1440,180,180,65,26.8,21.4,1344,945,1003.4,1006.1,1001.6,32,16.5,1407,11.5,5.5,,,7.8,2000,20.1,78
182,제주공항,2020-06-25,5,11,18,1418,1418,280,290,61,24.6,20.9,1055,2155,1004.3,1007.2,1002.8,12.5,7.5,1459,4.5,2,,,7.8,200,20.5,88
182,제주공항,2020-06-26,4.4,7,10,232,152,270,280,10,24.1,19.6,1451,514,1008.2,1009.8,1006,,,,,,,,2.8,2000,18.3,80
182,제주공항,2020-06-27,5.8,14,17,1525,1517,70,70,41,25.4,20.3,948,526,1005.1,1007.9,1002.8,0,0,,0,0,,,6.5,200,20.1,87
182,제주공항,2020-06-28,4.3,8,12,1104,1535,320,290,10,25.8,20.2,942,2331,1005.9,1007.7,1003.8,,,,,,,,6.7,200,19,82
182,제주공항,2020-06-29,9.8,37,61,2158,2121,230,220,46,26.4,18.7,1602,412,1000.2,1006.6,991,24,14,1227,12.5,8,,,7.4,200,19.6,85
182,제주공항,2020-06-30,16,31,47,5,1,250,260,61,23.2,19.8,1304,2337,999,1004,992.7,0,0,,0,0,,,6.6,2000,17.9,82
182,제주공항,2020-07-01,5.3,10,16,22,30,300,310,,23.7,18.7,1326,522,1006.8,1010.2,1003.8,,,,,,,,3.7,2500,16.8,77
182,제주공항,2020-07-02,4.4,12,15,1551,1543,70,80,,24.3,18.2,1135,516,1010.9,1012.1,1009.2,,,,,,,,5.5,15000,15.7,69
182,제주공항,2020-07-03,15.5,26,34,1421,1419,90,110,61,22.8,19.3,1619,2042,1008,1011.4,1004.5,10.5,2.5,925,1.5,1,,,8,2000,18.6,88
182,제주공항,2020-07-04,9.4,18,24,124,118,80,90,51,21,18.9,908,434,1007.3,1008.3,1005.7,0,0,,0,0,,,7.7,2000,17.5,88
182,제주공항,2020-07-05,3,7,9,1100,1059,30,40,41,23.2,19,1349,4,1004.8,1007.9,1002.5,,,,,,,,7,200,18.8,89
182,제주공항,2020-07-06,4.6,15,27,651,1720,110,50,60,27.8,20.6,1646,250,1001.5,1004.1,997.8,16,11.5,545,8,4.5,,,7.8,200,20.4,89
182,제주공항,2020-07-07,4.4,10,15,559,37,160,270,46,24.1,20.8,1021,2231,1004.9,1007,1003,23,9,452,5.5,2.5,,,7,100,20.4,91
182,제주공항,2020-07-08,3.8,7,9,1228,1226,330,350,46,23.8,19.8,1556,632,1006,1007,1004.2,,,,,,,,6.2,200,19.4,87
182,제주공항,2020-07-09,7.2,19,24,1152,1146,70,80,44,25.7,19.8,1101,316,1002.8,1005,1000.9,2.5,2,2252,2,1,,,6.5,200,20.5,89
182,제주공항,2020-07-10,8.4,14,23,1134,359,260,250,41,28.5,22.1,1151,2202,1001.4,1005.8,998.1,22,11,47,10.5,9,,,6.4,100,22.7,72
182,제주공항,2020-07-11,4.7,9,14,432,430,260,270,10,24.4,21.7,1116,322,1007.6,1009.7,1005.4,0,0,,0,0,,,6.9,2000,20.9,89
182,제주공항,2020-07-12,9,20,26,932,819,90,90,10,25.6,21.5,1519,120,1007.2,1009.4,1004.3,2.5,1.5,619,1.5,1.5,,,8,2500,22,91
182,제주공항,2020-07-13,17,23,36,1316,441,260,240,60,28.5,21.8,1029,2347,1002.4,1004.3,1001,3,1,1504,1,0.5,,,8,2000,22.8,87
182,제주공항,2020-07-14,10,17,24,53,31,250,270,60,22.7,19.8,1210,2348,1005,1006.9,1003.4,0,0,,0,0,,,7.5,2000,18.6,86
182,제주공항,2020-07-15,5.2,8,14,38,36,270,280,60,22.7,18.9,1356,2334,1006.8,1007.7,1005.7,0,0,,0,0,,,6.9,2500,18.1,85
182,제주공항,2020-07-16,8.1,17,21,1546,1511,70,80,60,23.4,18.6,1213,301,1007.2,1009,1005.9,0,0,,0,0,,,4.2,500,18.4,85
182,제주공항,2020-07-17,7.8,15,19,1427,1331,60,60,,24.4,18.1,1227,353,1009,1009.9,1008.3,,,,,,,,3,2500,17.8,80
182,제주공항,2020-07-18,3.8,10,14,1453,1318,100,70,,25.7,18.5,1339,228,1008.1,1009.6,1006.2,0.5,0.5,1240,0.5,0.5,,,7,3000,18.9,80
182,제주공항,2020-07-19,13.6,27,47,2151,2257,220,220,,32,22.2,1458,107,1005.3,1007.2,1003.6,,,,,,,,6.3,12000,22.8,76
182,제주공항,2020-07-20,10.1,31,47,135,134,220,230,61,28.7,22.6,218,2331,1008.6,1011.9,1005,1,1,2051,1,0.5,,,7.4,2500,23.1,86
182,제주공항,2020-07-21,3.9,10,13,1517,1517,70,80,63,25.8,22.4,1512,440,1012.1,1013.5,1010.7,4,3,217,2.5,1,,,7.8,2500,22.2,92
182,제주공항,2020-07-22,6.5,15,21,1036,1022,270,270,41,29.2,23.3,1044,1357,1010.6,1011.8,1010,0,0,,0,0,,,8,200,23.7,89
182,제주공항,2020-07-23,12.8,25,39,1617,2127,220,250,63,29.4,23.3,1556,2348,1004.7,1010.3,1000.6,8.5,4.5,742,4,3,,,8,2000,23.3,86
182,제주공항,2020-07-24,16.4,24,34,943,35,260,270,61,24,20.9,1158,1915,1000.3,1002.5,998.6,1.5,1,,1,0.5,,,7.5,2500,19.9,87
182,제주공항,2020-07-25,9.8,14,24,208,215,270,280,60,25.1,20.6,1128,2236,1004.6,1007.6,1002.2,0,0,,0,0,,,5.8,2500,19.5,83
182,제주공항,2020-07-26,5.4,10,15,1405,29,30,270,,24.6,19.4,1500,357,1007.7,1008.6,1006.5,,,,,,,,3.6,2000,19.7,84
182,제주공항,2020-07-27,7.6,16,21,925,923,90,90,10,27.5,21.9,1811,516,1007.2,1008.3,1005.9,47,14.5,1352,11.5,7.5,,,7.9,2000,22.7,90
182,제주공항,2020-07-28,8.2,16,22,423,429,240,240,61,32,25.6,1512,2358,1010,1012.2,1007.6,2,1.5,,1.5,1.5,,,6.8,3000,24.6,80
182,제주공항,2020-07-29,4.4,11,17,1333,1341,250,250,,31.9,24.8,1341,554,1012.6,1014.1,1011.4,0,0,,0,0,,,4.9,3500,24.7,86
182,제주공항,2020-07-30,3.8,8,12,1258,1256,50,50,,29.6,24.6,1255,536,1014.7,1015.7,1013.8,0,0,,0,0,,,4.5,2000,24.6,86
182,제주공항,2020-07-31,4,11,14,1036,1028,60,70,10,28.7,23.7,1446,612,1014.7,1016.3,1013.7,,,,,,,,5.5,12000,24.1,89
182,제주공항,2020-08-01,3.5,8,11,1334,1436,40,40,,29.6,23.5,1527,528,1012.3,1014.2,1010.8,,,,,,,,5.8,20000,23,80
182,제주공항,2020-08-02,7.1,18,25,1505,1426,220,240,5,33.2,26,1258,122,1010.6,1012,1009.2,,,,,,,,4,16000,23.2,71
182,제주공항,2020-08-03,4.6,11,15,1423,1446,40,40,10,31.3,26.2,1149,603,1010.6,1011.5,1009.8,,,,,,,,4.8,20000,23.7,76
182,제주공항,2020-08-04,4.6,15,25,2241,2234,200,200,10,32.2,25.3,1337,251,1011.6,1012.8,1010.4,,,,,,,,3.8,14000,24.2,76
182,제주공항,2020-08-05,10.2,19,36,2001,2234,200,220,81,33,26.8,1522,1043,1011.7,1013.6,1010.3,6,5,1000,5,4.5,,,6.6,3000,24,70
182,제주공항,2020-08-06,15.3,23,35,621,617,230,240,,31.8,28.1,1426,932,1009.6,1010.9,1008.7,0,0,,0,0,,,7.4,3500,24.8,76
182,제주공항,2020-08-07,13.3,22,30,1251,1246,210,220,10,31.5,28.3,1313,108,1007.1,1009.7,1005.5,0,0,,0,0,,,7.5,2000,23.9,73
182,제주공항,2020-08-08,17.3,23,34,1315,2226,220,230,,32,28.3,1408,519,1004.2,1005.9,1003.3,0,0,,0,0,,,7.2,2000,24.2,73
182,제주공항,2020-08-09,11.5,23,37,635,645,230,230,,34.1,27.4,1132,2115,1004.5,1005.7,1003.6,,,,,,,,5.3,13000,23.3,69
182,제주공항,2020-08-10,8.9,20,31,2125,2105,220,230,61,31.3,26.6,1606,759,1004.3,1008.3,1002.7,2.5,1,719,1,0.5,,,6.5,2000,24.9,81
182,제주공항,2020-08-11,14.3,24,40,1437,1437,230,240,81,33.2,27.9,1427,356,1010.4,1013.4,1007.1,2,1.5,1042,1,1,,,5,3500,25.3,78
182,제주공항,2020-08-12,10.6,20,27,1300,1227,220,230,,34.1,27.9,1243,607,1013.3,1013.9,1012.6,0,0,,0,0,,,5.3,4000,24.9,73
182,제주공항,2020-08-13,9.3,19,27,1129,1016,220,220,,34.5,27.1,1212,321,1011.2,1013.6,1008.9,,,,,,,,2.6,,25,75
182,제주공항,2020-08-14,9.3,18,27,822,817,230,240,,34.5,26.8,1316,56,1008.8,1009.8,1007.7,,,,,,,,2.3,20000,24.7,71
182,제주공항,2020-08-15,7.5,14,21,1007,932,230,260,,35.4,26.5,1100,210,1010.4,1012.3,1008.9,,,,,,,,1.4,20000,23.2,68
182,제주공항,2020-08-16,5,11,15,1527,1542,60,80,,31.4,25.5,1510,430,1012.2,1013.7,1011,,,,,,,,1.1,,24.9,81
182,제주공항,2020-08-17,3.4,8,10,924,920,30,30,,30.9,24.9,1337,413,1014,1015.1,1012.8,,,,,,,,1.6,3000,24.9,83
182,제주공항,2020-08-18,4.9,8,10,1051,1017,50,50,10,29.9,25.1,1406,154,1013.5,1014.9,1012,,,,,,,,1.5,20000,24,81
182,제주공항,2020-08-19,4.6,8,11,1020,1015,360,360,10,29.9,25.2,1434,545,1012.1,1013.2,1010.2,,,,,,,,0.7,,24.1,82
182,제주공항,2020-08-20,3.9,8,11,1139,1156,10,10,10,29.6,23.8,1104,356,1012.8,1014,1012,,,,,,,,1.5,,24.1,83
182,제주공항,2020-08-21,5.8,12,17,1340,1804,30,70,10,29.9,24.1,1458,436,1013.7,1014.9,1012.6,,,,,,,,1.6,2500,24.5,85
182,제주공항,2020-08-22,6.7,19,27,1222,1215,60,70,97,32.7,23.2,1041,1432,1011.8,1013.8,1010,24.5,23,1400,21,11.5,,,4.6,3000,24.6,89
182,제주공항,2020-08-23,5.9,14,19,1215,1156,60,80,10,30.4,24.1,1445,405,1008.2,1010.6,1006.2,,,,,,,,3.4,2500,25,89
182,제주공항,2020-08-24,4.5,13,18,2255,2019,70,120,10,32.7,24.3,1436,409,1005,1007.4,1003.6,,,,,,,,1,14000,24.5,81
